id,record_Number,account_number,account_type,account_limit,account_open_date,account_balance
01JAQ4GD7H53K8ESSJJHQHJ6J1,167,f64c71abef5c9aac97443eb43ab7dbfd7cd48140,checking,Account exceeded transaction limit,1/17/2024,593.39
01JAQ4GD7JK9SS6KC1J1JZDCWN,168,7bd72de28f339af8c578be074e6fc6ea0768b497,savings,Account under review for suspicious activity,6/23/2024,2049.05
01JAQ4GD7KYVKQ0FR2QTTTY338,169,329ac5f4be06602416b229bf228b6f8391397b84,credit,Account exceeded transaction limit,8/18/2024,7335.11
01JAQ4GD7KQPJV4PTZ10KYKHRA,170,a24ca38b38729feb0d27e3cf7980cb3396ffb94e,credit,Account temporarily restricted due to security concerns,7/15/2024,3701.03
01JAQ4GD7MPV20F9J6PWB3TY5B,171,2d5bb83505c7ecf2850a72159d62482199028e0e,checking,Account temporarily restricted due to security concerns,11/14/2023,9154.26
01JAQ4GD7NPR6VDZS11GNE6M4V,172,cc4d27e06ede140b51403ffb77ba998d23cc7c1c,credit,Account temporarily restricted due to security concerns,1/26/2024,3374.84
01JAQ4GD7PT7F6PVQAXPJEZ9W3,173,434df720a483869401bc2378b88ed3f13e4454fc,checking,Account exceeded transaction limit,9/26/2024,9601.07
01JAQ4GD7PDENBGK3QH47THA7T,174,2c8ea18c43e9914ae9140d89c9b9c4cfa42ea0f8,checking,Account under review for suspicious activity,7/25/2024,5562.04
01JAQ4GD7QJN24CJYGQDGHG22Y,175,22bc6b7fbf33e733f7f74bb4636c4d485fe21832,credit,Account under review for suspicious activity,3/14/2024,6057.1
01JAQ4GD7REK6HJ8NNA3X8M7FH,176,4ea82610d79170418a37d6e5dd120b4e7e5dda27,checking,Account under review for suspicious activity,10/10/2024,9516.89
01JAQ4GD7RAWPCE8JFXH916PWZ,177,89c0c63d100c194ee49005cb3547c55d4a1fb685,savings,Account temporarily restricted due to security concerns,4/4/2024,715.08
01JAQ4GD7S7CVSRQ2VRTT0YDYH,178,366c52ad05574918415803a65df01ceedd246905,savings,Account exceeded transaction limit,1/4/2024,5559.32
01JAQ4GD7T1VZPDCPBFH9HB4HS,179,a114b55bf9c2ea1707be4af3d1021c1122b98332,credit,Account exceeded transaction limit,12/21/2023,3850.42
01JAQ4GD7TSVV01V5QKXZPF32H,180,61ac137c7037a226787837a4062d3d7c9f3a6736,savings,Account under review for suspicious activity,5/28/2024,4459.0
01JAQ4GD7VHBKM7ZRKYSD6FFCC,181,70b87cc840ab35ed1a76c847fe90d88e79ccf78e,savings,Account under review for suspicious activity,5/7/2024,5727.58
01JAQ4GD7W6QC0D5RB23HZWJWC,182,a5af74bc2668cf3d4fda45570cc8874cf4aa2150,checking,Account exceeded transaction limit,8/24/2024,8993.61
01JAQ4GD7W1DMH4YRECY72VZ12,183,a4dbd459325aa22a58c074e6ba0ab120e9aa60a5,credit,Account temporarily restricted due to security concerns,3/17/2024,130.32
01JAQ4GD7XQANYSNNZ7FVQAPY0,184,c2139784476f23980cd2442a4c23ac25899463e1,credit,Account under review for suspicious activity,12/23/2023,5447.99
01JAQ4GD7Y1YM6EH7GTA0XY7GA,185,51dc3f8fb40028be5ad996d2ab8d1c4d9ea601fb,checking,Account under review for suspicious activity,6/2/2024,6673.71
01JAQ4GD7YY8SKJFH7YKHBT72Q,186,333c2c72fe5142c6dfceaaaed6f2a652609aa413,savings,Account temporarily restricted due to security concerns,10/30/2023,3708.89
01JAQ4GD7ZD3K5MWDASYN2KZWX,187,eaac018b3d00b6bdf8ab954a0c8d03a27adf7230,checking,Account temporarily restricted due to security concerns,8/28/2024,790.56
01JAQ4GD80DJ1ZJB6W84N5F60M,188,1f67b5254c4e918fa0ebe7aa0c6f8b6a866b8c31,checking,Account temporarily restricted due to security concerns,4/18/2024,8511.61
01JAQ4GD80ZXBS0BX3RKK2TNH4,189,ba9b47d81060cd24f75d0434573669d044b6568a,credit,Account under review for suspicious activity,5/1/2024,9180.08
01JAQ4GD82TSXQ34T3XWXV6Y26,190,bbdaab13d2f6be4d2e6f543c9c01782d47c99d6b,checking,Account temporarily restricted due to security concerns,2/13/2024,102.52
01JAQ4GD83Z3ZN427408D3XN8B,191,f1264e9fa06bdb71b4dd033da4d9b6193e715f72,credit,Account under review for suspicious activity,8/25/2024,8334.37
01JAQ4GD84Q78X9MH2KKRHG2FV,192,d457259dfa8e1c1870d6f37ded18310f04958de4,investment,Account exceeded transaction limit,9/23/2024,2714.8
01JAQ4GD845GPGFT962AQTW241,193,2fe5d3ef4a88f02e373c5ae47056e441b266b31c,savings,Account exceeded transaction limit,8/30/2024,3524.3
01JAQ4GD85ZS2G2NJNNREN87TJ,194,041168ea9db10ec755c5ce8481998eb4e92562c9,investment,Account under review for suspicious activity,1/27/2024,2612.13
01JAQ4GD862E68MAPRCG05TYYK,195,0c7dbdde0135a415128e0da90e7fdd2c7264999e,checking,Account exceeded transaction limit,3/27/2024,8923.14
01JAQ4GD86JNA8Q5N5P6QY49VW,196,95b8a724137b34d293314ee1c0e1257b4f8890e1,checking,Account exceeded transaction limit,11/4/2023,3951.6
01JAQ4GD87KH6M8J9KMSTVB963,197,ec64ff075998bcf6100903361ddbf3ef9c9edc3d,checking,Account under review for suspicious activity,2/27/2024,50.59
01JAQ4GD88CK75ZPZ31CWS5C6E,198,51d66942b339e15c41cc164f3ddb91046899383b,savings,Account temporarily restricted due to security concerns,8/11/2024,7399.1
01JAQ4GD88RQ7SG80PDDRQGM6Q,199,ebb44f161af0100930600a64bb3b1fe6e79f8936,investment,Account under review for suspicious activity,10/2/2024,4491.8
01JAQ4GD89PGFCVN7MWK5HZ8HQ,200,db0b25d96f02dacaf2a7ef35715919fe8922ddcd,savings,Account exceeded transaction limit,8/27/2024,1754.77
01JAQ4GD8A1AFEEV1V8RSWX7B5,201,62e8869177beeb58b9b6c0d1a50e8101ba56f9c4,checking,Account under review for suspicious activity,10/1/2024,8139.05
01JAQ4GD8AH5SQ52WVQ18Q0B4E,202,6723bfce50dd62ee1a548a55db7cdad3335f7bbc,checking,Account under review for suspicious activity,7/3/2024,6979.06
01JAQ4GD8B9CBNZ44M8CBAGADM,203,737079e8aefb91b718b91f6d718dd7dbb45d8929,checking,Account exceeded transaction limit,5/17/2024,9129.98
01JAQ4GD8CT1SB2PWBSCBXAHHC,204,788a4edecd30c902b15641f570996b6e7f6ff449,checking,Account exceeded transaction limit,10/19/2024,7173.08
01JAQ4GD8D6WVS9TC1HAF8BB04,205,5aa0a6ba219629f078eb8731542ac241b75787cb,credit,Account exceeded transaction limit,11/25/2023,561.3
01JAQ4GD8D0GKFCVMS1K58VTND,206,d7dc7118d04b64e101600f9daca88046c69bdecc,savings,Account temporarily restricted due to security concerns,3/20/2024,4451.5
01JAQ4GD8EG4KBQ0FTAEKYXTJW,207,f9c53b556c7e6c4fcd8670c422f377645a7abbbc,savings,Account under review for suspicious activity,6/24/2024,6685.38
01JAQ4GD8FAYYJ78RCA8JEZD2D,208,018fa095b5c0b1e837dd3766002ca2cc01a629c5,checking,Account temporarily restricted due to security concerns,3/11/2024,2882.99
01JAQ4GD8FMWW206EGG15D10RC,209,ff2da7de586b7101168d103961200b1508994c7c,investment,Account exceeded transaction limit,7/18/2024,439.78
01JAQ4GD8GXPS856TZ9H9J7TYH,210,89b584e51d7e30343be876b337365c3a08e6569a,savings,Account temporarily restricted due to security concerns,4/27/2024,9828.62
01JAQ4GD8H8GD2E4TCGC0PB9WM,211,67faf35696f7b944c4c5e064983bce2a5b603c77,checking,Account temporarily restricted due to security concerns,6/8/2024,5895.02
01JAQ4GD8HCVTG6K51FHDETP68,212,42871ce8bbf07cb9a8f528655e2354942dd3e3b1,credit,Account exceeded transaction limit,8/3/2024,1091.71
01JAQ4GD8JCMPCMWGRN6PAXMNJ,213,182c48cb874c3deba3afd9b0a8587355a3bdb7c4,investment,Account exceeded transaction limit,5/2/2024,7874.29
01JAQ4GD8KE94TNSVY3GD4AS9V,214,922e7d342af7f150f6dc0a8e25170712abcd3256,investment,Account under review for suspicious activity,6/7/2024,6578.58
01JAQ4GD8KG65J3DA3WVVNZC6J,215,6574cb54c357bb758135445450701562a762d796,checking,Account under review for suspicious activity,9/27/2024,5370.6
01JAQ4GD8M1RCYKM16SHMNH1QZ,216,91b4edbad12b80ce13365de1010283b0bc8d4e36,checking,Account temporarily restricted due to security concerns,6/17/2024,4734.9
01JAQ4GD8N4243DXKYBJV533HE,217,e6d00fe60b263272359f5c7f625ec2b416ef2686,credit,Account exceeded transaction limit,7/5/2024,9987.3
01JAQ4GD8PD8P0MA56H9715JJ3,218,bc4c8e373e346f09ccccb98a73065d258765677b,checking,Account temporarily restricted due to security concerns,5/6/2024,9106.13
01JAQ4GD8PMQSRG696PGA4HNAS,219,43cd14c6128368ea7b7dcc74b5e093def91143c2,checking,Account temporarily restricted due to security concerns,9/29/2024,181.74
01JAQ4GD8QK7Y710SBK0SP80B6,220,4e98aba10d0c0886eaa62d1a9e191bab9cee84d3,checking,Account exceeded transaction limit,9/4/2024,2615.57
01JAQ4GD8RXMKSQDSH513AGX1N,221,c88fdc908d7baf56d0548662895e7428469dafc0,credit,Account under review for suspicious activity,1/27/2024,2862.38
01JAQ4GD8RTF8S7K0P4BVD7ER7,222,9ac6ed2a35d43da258151b61769606d9e78315e3,checking,Account under review for suspicious activity,2/2/2024,2883.63
01JAQ4GD8SF7V5R98SH6A6BA33,223,89313ad6f7e0805d2d3649f13a461b9e395049a4,credit,Account temporarily restricted due to security concerns,6/22/2024,6911.25
01JAQ4GD8T3CS3TK1HR9PDPCFS,224,6c0abff48b4136e77c9fee395a347b70bbec42c5,investment,Account under review for suspicious activity,3/2/2024,4570.08
01JAQ4GD8TNM5RE2R3A0RV8V6G,225,77aec8e71e2a4067e88b2ec5cf4f5f52889907a4,checking,Account exceeded transaction limit,9/8/2024,3990.98
01JAQ4GD8VSS04GS8MNJA6D3F9,226,f0a8a534e518a38648987db186f281aca4131437,checking,Account under review for suspicious activity,5/24/2024,3167.44
01JAQ4GD8WQ024PE412Y1HZ619,227,e8952e81a89089b230549db8389de65038837a82,credit,Account under review for suspicious activity,3/17/2024,2386.45
01JAQ4GD8WWP53MVXVAE78G1VD,228,f71aac9bf0b0ced208d504dabc1a9e4532034174,savings,Account under review for suspicious activity,4/15/2024,813.52
01JAQ4GD8XPSVASE96NJX13AE2,229,34c22b9fd0477fc201f774d4a342f99e533d524d,credit,Account temporarily restricted due to security concerns,2/23/2024,616.83
01JAQ4GD8X30QNQ856RSHA89F7,230,bdca087c4d5ab0423152e2fa2c8e624b73eeaf3e,investment,Account under review for suspicious activity,3/1/2024,7868.51
01JAQ4GD8YST2PKDP5HVA0K1GQ,231,0d0f88b107bce4cad3c48a97e7aecc591a446fff,credit,Account under review for suspicious activity,12/14/2023,7532.74
01JAQ4GD8ZAXFJMBMRA6DK9K5N,232,9c27074b7d1bd30aab28189abf5a2f813a7eecb4,investment,Account under review for suspicious activity,4/21/2024,1573.2
01JAQ4GD8Z6B9DC5JCCH8SP0YX,233,655facfac997f38f904b6d929ea5218b339df2ce,investment,Account exceeded transaction limit,8/4/2024,654.4
01JAQ4GD90WYJZAJ1EMVMGWMK8,234,2d881348b7563899cfcf768b1e69816d9dbc3500,credit,Account under review for suspicious activity,6/26/2024,2522.01
01JAQ4GD919Z9YR8B2SP4YJKJB,235,17bd9b9ba53ccabcc98873974d4aeafbde4d5e17,savings,Account temporarily restricted due to security concerns,1/25/2024,6524.31
01JAQ4GD91ABPTJN7HTFKDG8J0,236,ea2f9d1279a45b8df43efe42186714d1156e6bf6,savings,Account exceeded transaction limit,8/19/2024,7002.78
01JAQ4GD92R0PW86BCYXW5V2PJ,237,3bac24ab572b8cc3336cacc2ecfee51c0a565754,credit,Account under review for suspicious activity,9/1/2024,4709.51
01JAQ4GD93SESSETY28NK21PYG,238,bdf42e87ddc716f6c77f4aa3dae5f08af55b2e74,investment,Account under review for suspicious activity,6/5/2024,860.58
01JAQ4GD935V9N4XAPAQVR64XP,239,58eeabf66b4e25bdd1ff4be4d0378ea2e0927c02,credit,Account under review for suspicious activity,11/7/2023,3852.5
01JAQ4GD94M4GEF832ZKQ2E77B,240,3c623e733ed08e2ee42d3f66a671f80662819e4d,credit,Account exceeded transaction limit,8/11/2024,3424.82
01JAQ4GD95TXQEZS6Q94XW07HA,241,d2f0fc2121b4482974dbf93a79f6a41b0b1f2923,checking,Account exceeded transaction limit,8/1/2024,1498.31
01JAQ4GD951XTZ4CKHPSG67SMP,242,df205d520f5c125df17164462fe6019248c96c1a,checking,Account exceeded transaction limit,10/17/2024,8967.45
01JAQ4GD9649HQB6ARC9B8R20F,243,6e2e31ac1285a35db6e0b7171145c247fe62c05e,credit,Account under review for suspicious activity,11/27/2023,3938.25
01JAQ4GD960S8QT5WWFCCNKFRA,244,6d0de5d613bd3121178cb08c0c03da1147f2854c,savings,Account exceeded transaction limit,12/31/2023,2595.22
01JAQ4GD97MYVBQTXGK3H82FYJ,245,33c605d2f31252bbac256128f4f2dab1cfd6a5c7,checking,Account under review for suspicious activity,5/14/2024,4034.58
01JAQ4GD98NSMX5AEDE0NEBXTC,246,cf4e476b6bbe45d9494dbcd6571af6759586e4fd,credit,Account temporarily restricted due to security concerns,1/9/2024,4864.57
01JAQ4GD99EZ38R192JV2Z6RXP,247,e908759c490939cbb2abbf6a53b993bea63f57aa,checking,Account temporarily restricted due to security concerns,8/14/2024,1702.84
01JAQ4GD9AFHWDMEGTMTY5W8YH,248,33892d6026af3d2ddf2a0f48cd5d6c6c406d207d,checking,Account temporarily restricted due to security concerns,9/28/2024,8650.1
01JAQ4GD9AJ68RWV684AY8C76F,249,4c208b9361a6dffa92a28a467e23a8b9d051d5f9,savings,Account under review for suspicious activity,10/30/2023,7482.85
01JAQ4GD9C6R1NMXCB5KWBMNVR,250,5ad743eac62fced61382e1523d4ffba04eb37c8a,checking,Account exceeded transaction limit,2/27/2024,5371.93
01JAQ4GD9DNBWWYX04F7234PXC,251,2665bd125aa61da5b63b4e7f44cac172fbcfdfc3,investment,Account temporarily restricted due to security concerns,4/29/2024,156.88
01JAQ4GD9EBDQ9BAERFY2F31BG,252,8a5e0679bc345f622584d8c38523e0ea10774a09,checking,Account temporarily restricted due to security concerns,4/6/2024,2722.29
01JAQ4GD9F8EKFN268B4MZJJZB,253,caa903ad1777273d8cbb07910189c84ed792a152,savings,Account under review for suspicious activity,7/24/2024,5550.24
01JAQ4GD9GNKH1A3C0FXVEHXP6,254,f8d4eb6185c9851f3bb54419e70daef6f1fee1e8,savings,Account temporarily restricted due to security concerns,7/21/2024,2299.14
01JAQ4GD9GAN9F9FWMZ9KVX2GM,255,abced69511027567924bb18c1bcdbb14c2656683,checking,Account exceeded transaction limit,1/22/2024,6777.81
01JAQ4GD9JMKTGB68Y3D3866XP,256,5aeaddb020e96ad58b9e1f3021e95ddfd1a17f08,checking,Account temporarily restricted due to security concerns,10/30/2023,2782.55
01JAQ4GD9K3SNMAAW0CNRQV4QW,257,73b2ee517f25b3e3ebb79db588e1107a3eb97a0e,investment,Account exceeded transaction limit,5/5/2024,3972.03
01JAQ4GD9M2WMJ8GC35QAZDFS5,258,b71138fc7efcd076c5650a5d6c12fc4d9d9bab72,investment,Account under review for suspicious activity,7/31/2024,8496.98
01JAQ4GD9NG1K51TH3MM86ZANY,259,eb62d33c90f493b4a7894f8cadd6881b7f3c3230,checking,Account under review for suspicious activity,3/17/2024,315.11
01JAQ4GD9NEMJPP4JKXKZMMWKR,260,787285d066c6fd7aac4d0ff41f8fe82de9a6a070,credit,Account exceeded transaction limit,3/19/2024,3466.19
01JAQ4GD9P0ESEY7FVH2XZ3H9T,261,e2b4b9b67b334bb6f83544e46ace83e764309017,savings,Account temporarily restricted due to security concerns,8/30/2024,5567.62
01JAQ4GD9P03MN47JYQRSG7TQ6,262,d469daa45b52e35a99887e87e51509e4f008542c,savings,Account exceeded transaction limit,9/16/2024,7787.91
01JAQ4GD9QERRDJHBX61ZWAG3P,263,e7e00d171340e9e99620a8666f5e1d6b9b7ae1aa,investment,Account exceeded transaction limit,1/26/2024,8962.59
01JAQ4GD9QVS9CYD2SX9F3JBXV,264,961d6677f123d7ef7f6623fce4f2c43b3c18406b,savings,Account temporarily restricted due to security concerns,7/31/2024,8581.98
01JAQ4GD9R6P37Y9GM3KV9H4RV,265,4e048d978d5335f88bde7828170bb9de70331d87,investment,Account exceeded transaction limit,5/21/2024,9096.34
01JAQ4GD9RP1XMD9BVXMSNKQFS,266,acc3d32ef866928d2d6e96268529dd3933da0ad6,investment,Account under review for suspicious activity,1/15/2024,3125.46
01JAQ4GD9SJKWEP8VXZ35XDGBS,267,4253212c9d02326212de78c9348d26e827e8aa55,credit,Account temporarily restricted due to security concerns,1/17/2024,8440.11
01JAQ4GD9TXT6NME088JJFB867,268,b743744aadc728d5f2f91172ae7c81775505d374,credit,Account under review for suspicious activity,2/27/2024,6896.03
01JAQ4GD9TW9DKZNE23SV59TAD,269,fb2e7a09d59565bda72fdedee6f3628a4e7ac399,investment,Account temporarily restricted due to security concerns,1/23/2024,382.36
01JAQ4GD9V2M9R5AEAPSNRHSHZ,270,55d6002ff06ff2c74e675d1eb1b128a139deb6a4,investment,Account under review for suspicious activity,5/22/2024,907.38
01JAQ4GD9V1TMTHZA93C4GVW4A,271,0005149229cdd3809f21edb9ba23042b010fdbd8,savings,Account under review for suspicious activity,4/9/2024,8634.6
01JAQ4GD9WD9CDD7Y36G3CX2KM,272,5b02b4903dc336168835cf9dbdc719f3b3dcbf77,investment,Account temporarily restricted due to security concerns,7/7/2024,9924.12
01JAQ4GD9XB7T6MZFQCSES8HC7,273,741aa041acd5e84d71f94414fd24307b995e4bdb,savings,Account exceeded transaction limit,4/22/2024,3669.37
01JAQ4GD9YGQQH4Z1FV4GBPMZX,274,badc2c79e94498c5b01266cd0d0e413eda7325d4,credit,Account under review for suspicious activity,3/15/2024,2467.7
01JAQ4GD9ZRQESZ2QTNQP8G9FP,275,7ffd7e5f92d6dd267df70d69fdf265a4d5d3d650,credit,Account temporarily restricted due to security concerns,9/13/2024,1944.67
01JAQ4GDA0PTPQB66XYJ5KNMVZ,276,9a7a5a5968e995bb1d5d810e33faadba19ee9f0f,savings,Account temporarily restricted due to security concerns,11/26/2023,4165.58
01JAQ4GDA1T6A9CR03BEG8QN53,277,937df3fa9262d1548bd9d20763bd79959f6f5f5a,savings,Account temporarily restricted due to security concerns,2/11/2024,8404.97
01JAQ4GDA1C30M72QBY8G452MT,278,4e45a0d7bf5ed03a129de391648a81ef2ee953db,savings,Account exceeded transaction limit,9/27/2024,4653.36
01JAQ4GDA2HQJT6ZZGFWAJ2T89,279,60840a5d2e5ceb2c75e6fc9b15248231c5124157,savings,Account exceeded transaction limit,3/25/2024,8194.48
01JAQ4GDA2J1HC50P4281TRKXD,280,b70360a06bbf3f45b266aa75d654f0d54b42bd10,savings,Account under review for suspicious activity,2/25/2024,9637.01
01JAQ4GDA3679HP45Y43TRPMHQ,281,8467029409f055500baca64062f1c6381053ee65,checking,Account exceeded transaction limit,2/10/2024,8560.59
01JAQ4GDA3E1K72CCPV10NTFM3,282,5d3d3895e1344ad24e3fdcf6078216fa805ab1b4,savings,Account exceeded transaction limit,4/23/2024,3502.21
01JAQ4GDA5JCJ9MWJG6VAHA2NV,283,7fa7059eceb824dc6241fb66282588ec1974cf96,investment,Account under review for suspicious activity,4/30/2024,9698.66
01JAQ4GDA57H7FH6J0KW3PQPM8,284,19459308eece314e91a12700a1ee6412827fbc50,savings,Account temporarily restricted due to security concerns,3/6/2024,2571.69
01JAQ4GDA63TKFR1B1NTERD5DS,285,c139b3f4d293166bf5e3c5d98cd226bc0e7307d8,savings,Account under review for suspicious activity,1/16/2024,9776.93
01JAQ4GDA6W2FY184HQQMRWTDT,286,16903170a9ad20188bf10ab5edc5f93fdb076dc7,credit,Account exceeded transaction limit,2/10/2024,8738.17
01JAQ4GDA7CWM3BXXF7PD9WHY2,287,d117602570c8b385fe93e1edf5a005efaf78e1cc,savings,Account exceeded transaction limit,1/28/2024,9904.87
01JAQ4GDA7ZDKCMCECTPZ5PG0F,288,aa5328b7dd266111659339a9cd8eb75d5f3090a5,checking,Account under review for suspicious activity,6/29/2024,5021.29
01JAQ4GDA92BWJNW1FHCMG664J,289,03a1146b9767faf911dc8647e5033c039e02be11,investment,Account exceeded transaction limit,8/6/2024,5510.16
01JAQ4GDA9YMA2P51TSJKEP66M,290,790204fa79599639c6646df3ed335353e7495af5,credit,Account under review for suspicious activity,1/8/2024,2988.66
01JAQ4GDAAMW9NSFD4KRQW4GCJ,291,01e1275290945dd0dc798bbcad2702973a7f7db7,credit,Account exceeded transaction limit,4/16/2024,2303.34
01JAQ4GDAAGKTHJ57QTGTG687M,292,5614301d7d82d21edafbb51bb48198b2f87a93bb,investment,Account under review for suspicious activity,4/15/2024,7170.46
01JAQ4GDABST5105ECB006E7HM,293,72ecb45792d213dcd08185172f58fdba3e8f74da,checking,Account temporarily restricted due to security concerns,12/17/2023,1181.41
01JAQ4GDABDQ303NXEBR7ZE2GP,294,d985fff730afdf855d15bfac461003f54710bfdc,credit,Account exceeded transaction limit,11/5/2023,6318.22
01JAQ4GDACHA8F48H546G0GE4E,295,273d5d738d028c88e1a9292bd861cfa1749ca112,checking,Account temporarily restricted due to security concerns,5/8/2024,6455.58
01JAQ4GDADGAFX93MC3D80XYRW,296,eae8d614f49e488fec5c0434705bb2e67fc90f8a,credit,Account under review for suspicious activity,6/25/2024,2243.2
01JAQ4GDADX9V26Y3SYJ1A3GMG,297,1cdcb52690ac67e4c21cabe7d4b7860f04347d19,credit,Account under review for suspicious activity,11/29/2023,7734.14
01JAQ4GDAEKFEV4Z1NQB225AW2,298,f3f027f1bd3dabcbc4d2008253ec4b93d849f029,checking,Account temporarily restricted due to security concerns,8/22/2024,4581.25
01JAQ4GDAFJTBHE4SHAMP5N381,299,1dee66c473b518008e46dcfbf1a34b1a7f7804a6,checking,Account under review for suspicious activity,6/13/2024,9554.66
01JAQ4GDAFWDAJATWXZQ4BEVPV,300,4198314a497958245d3469026785b964e3cfb3f9,credit,Account temporarily restricted due to security concerns,6/11/2024,2019.09
01JAQ4GDAG46T22FME358PSFWR,301,df86b50e6d8b0942d303d7ac02e714749dbb653e,investment,Account under review for suspicious activity,10/22/2023,2327.49
01JAQ4GDAHQF5SV5WQVKVD2E7M,302,dae63bbaee66961ab6b1ef3c8a40a0557b6ba5fd,checking,Account exceeded transaction limit,3/28/2024,66.37
01JAQ4GDAJECD4DTKW9GNXJAGZ,303,d26ce4a765e58c87201ba7f3a600e5e306531971,checking,Account exceeded transaction limit,6/29/2024,7741.69
01JAQ4GDAJ4DVBNHBJCE9ACSXC,304,4711d5eb06132f6c54c424798e268ef3165739bd,credit,Account temporarily restricted due to security concerns,7/13/2024,2779.26
01JAQ4GDAKY5H3KHC0PAZX8TXD,305,551d763a55d1feab0ebed22e062ca86645887133,investment,Account temporarily restricted due to security concerns,5/24/2024,9064.12
01JAQ4GDAK9ZP4JPHHGYWHJZ9K,306,8bc2cb7aec9611405de631c07b86c18455c3e49a,savings,Account exceeded transaction limit,7/17/2024,717.54
01JAQ4GDAMSAEBFRDDJG5PMCFB,307,5dc2605f28433d58273cea1b7add33ed419d0a54,checking,Account under review for suspicious activity,11/1/2023,5032.61
01JAQ4GDANFWZ4VTE015DBR0PE,308,2b5d0402af145fd72860e93b346b4f33784913fd,investment,Account under review for suspicious activity,7/21/2024,4477.68
01JAQ4GDAP77GVEKXPD9KHF91S,309,abcd8dd06476a5a354c077a210b03eb7197b5b94,investment,Account exceeded transaction limit,1/5/2024,9844.92
01JAQ4GDAQH41D1ZAEY09EQYA2,310,a6e8c9caebfc5e5d2ab1f98f8417b7af679703d3,savings,Account exceeded transaction limit,12/21/2023,4731.81
01JAQ4GDAQ8W7TFK4BSG3EHP59,311,d7e7f446f1be2a1307c4edc78d5a98026a0c4b05,savings,Account under review for suspicious activity,3/20/2024,6807.63
01JAQ4GDARS9PWMYJ6J19AVPTC,312,5580e1ca70b960b1e0b6bb9890761458b2da9e8f,investment,Account under review for suspicious activity,3/11/2024,265.23
01JAQ4GDARZ3E8RPMKDW6NDBEV,313,2f14c4757a975d7c5690f180539e014ebeb9f9fd,checking,Account under review for suspicious activity,6/14/2024,5184.85
01JAQ4GDASYV03Z1XEF81MHFR6,314,812853d512d634558b96dde03a42a2658455238e,checking,Account temporarily restricted due to security concerns,10/10/2024,7151.09
01JAQ4GDATCGH5N8WBTJ7F0CAE,315,e9f53a8e1e53980e4b01e6ad5d22addf3f731df4,credit,Account exceeded transaction limit,1/21/2024,6547.2
01JAQ4GDATYM9DYNAQBK6WMN6N,316,413ed80e388248fb546e622a9b9864be40257f79,savings,Account temporarily restricted due to security concerns,11/5/2023,5501.62
01JAQ4GDAV0CVCYAPCQV6PMADB,317,15de4b51ffc4681a23101e29e494730dbc292ff0,checking,Account exceeded transaction limit,5/24/2024,2552.49
01JAQ4GDAWAD7X84R7QJDHHF6A,318,cf928e7447a3681936cc2d8a14054c02a3b92ba0,checking,Account temporarily restricted due to security concerns,5/22/2024,4647.62
01JAQ4GDAX3BAHRNC6Y4RXXSHA,319,4d61dd3ff3eb0f2675990aab74d2cd1c65f89390,checking,Account exceeded transaction limit,2/15/2024,7965.33
01JAQ4GDAXGWH68D3CCGPQWZXW,320,57bf3fe3da8bdb185b124124b491d812702f0f5f,investment,Account under review for suspicious activity,6/7/2024,8967.17
01JAQ4GDAYHYJMYGR91CHJQP1M,321,76553ec17fe701dabdec15ad70f8064498991fbe,credit,Account under review for suspicious activity,11/17/2023,9759.81
01JAQ4GDAZEV6DVP7K5VDGHZ58,322,f32f9dafdd86457cb109a8ea6b933b72757d4758,checking,Account temporarily restricted due to security concerns,1/6/2024,7163.63
01JAQ4GDAZH6874T0FN0TDJN77,323,5732c209c0e6a08392187240ba4e2457e6f9203e,investment,Account temporarily restricted due to security concerns,1/25/2024,3736.77
01JAQ4GDB0BCMC3K4M3A2JYJQ5,324,639db51f4af2a2ab83887803eb02f1f052758182,investment,Account under review for suspicious activity,9/28/2024,9093.35
01JAQ4GDB1ZXJT7WF0Z79GDQB8,325,3579a0cfa17f327d1eae201ec5c7cc14f745d76b,savings,Account temporarily restricted due to security concerns,1/27/2024,4982.92
01JAQ4GDB13V6DD4A9PA5K0AW3,326,f5b408c8d42670149b98f9e108e4e82451a85b66,investment,Account under review for suspicious activity,1/12/2024,9931.79
01JAQ4GDB2TTNHYN9PPSTV8WT3,327,79b7263dcf1fba09740913c2d189f5a5f10d6316,checking,Account exceeded transaction limit,4/8/2024,1244.65
01JAQ4GDB22A44GBTFDEH20JY2,328,43bb178b17ece07dbdca7842595959666b16cb97,checking,Account under review for suspicious activity,11/16/2023,1840.45
01JAQ4GDB3NS6AFTP6A4W9TPW3,329,8df596b90c8be250bb116fb32bac0f5deda8cfbf,investment,Account under review for suspicious activity,6/11/2024,2936.56
01JAQ4GDB4WW5CJPBEZ185NYDB,330,158b339e129f0ebad4e066f9045abdc76a7c5c6c,investment,Account temporarily restricted due to security concerns,12/26/2023,8229.17
01JAQ4GDB4H2N2EM5DQ6D8RPE9,331,ceb5a0431870c24c05a6952bd9d736286c2c6799,checking,Account exceeded transaction limit,7/8/2024,1056.98
01JAQ4GDB5M2VGGH7Z1BQ332CX,332,af60b81bf29e6a29f1ec75d8ca1710b5ee8fed61,credit,Account exceeded transaction limit,10/2/2024,2161.69
01JAQ4GDB6RT3FJZ8CFTY2CSS0,333,a577d57ab3ee3e7f3e4b2a31e33f44b81755eafe,investment,Account exceeded transaction limit,1/11/2024,2114.88
